,SiteID,BASIN_ID,MAIN_RIV
1756,S801,62594,20235441
1757,S839,62594,20235441
1758,S867,62594,20235441
1759,S880,62594,20235441
1760,S881,62594,20235441
1761,S923,62594,20235441
1762,S948,62594,20235441
1763,S950,62594,20235441
1764,S957,62594,20235441
1765,S969,62594,20235441
1766,S988,62594,20235441
1767,S10179,86728,20256606
1768,S10220,86728,20256606
1769,S10257,86728,20256606
1770,S1018,133029,20336821
1771,S1027,133029,20336821
1772,S1034,133029,20336821
1773,S1048,133029,20336821
1774,S1087,133029,20336821
1775,S1097,133029,20336821
1776,S1101,133029,20336821
1777,S1110,133029,20336821
1778,S11228,133029,20336821
1779,S11229,133029,20336821
1780,S11233,133029,20336821
1781,S11237,133029,20336821
1782,S11243,133029,20336821
1783,S11244,133029,20336821
1784,S11246,133029,20336821
1785,S11248,133029,20336821
1786,S11270,133029,20336821
1787,S11272,133029,20336821
1788,S11278,133029,20336821
1789,S11283,133029,20336821
1790,S11285,133029,20336821
1791,S11286,133029,20336821
1792,S11290,133029,20336821
1793,S11292,133029,20336821
1794,S11293,133029,20336821
1795,S11297,133029,20336821
1796,S11299,133029,20336821
1797,S11304,133029,20336821
1798,S11305,133029,20336821
1799,S11308,133029,20336821
1800,S11309,133029,20336821
1801,S11310,133029,20336821
1802,S11315,133029,20336821
1803,S11323,133029,20336821
1804,S11324,133029,20336821
1805,S11328,133029,20336821
1806,S1143,133029,20336821
1807,S1154,133029,20336821
1808,S1168,133029,20336821
1809,S1183,133029,20336821
1810,S1194,133029,20336821
1811,S1199,133029,20336821
1812,S121,133029,20336821
1813,S1216,133029,20336821
1814,S1226,133029,20336821
1815,S1236,133029,20336821
1816,S1247,133029,20336821
1817,S1253,133029,20336821
1818,S126,133029,20336821
1819,S1260,133029,20336821
1820,S1270,133029,20336821
1821,S1275,133029,20336821
1822,S1281,133029,20336821
1823,S1307,133029,20336821
1824,S1359,133029,20336821
1825,S1390,133029,20336821
1826,S1395,133029,20336821
1827,S14,133029,20336821
1828,S1440,133029,20336821
1829,S1445,133029,20336821
1830,S1485,133029,20336821
1831,S1493,133029,20336821
1832,S1529,133029,20336821
1833,S1534,133029,20336821
1834,S1567,133029,20336821
1835,S1576,133029,20336821
1836,S158,133029,20336821
1837,S1580,133029,20336821
1838,S1592,133029,20336821
1839,S1596,133029,20336821
1840,S1661,133029,20336821
1841,S1696,133029,20336821
1842,S1710,133029,20336821
1843,S1728,133029,20336821
1844,S1736,133029,20336821
1845,S175,133029,20336821
1846,S1861,133029,20336821
1847,S1864,133029,20336821
1848,S1874,133029,20336821
1849,S1898,133029,20336821
1850,S190,133029,20336821
1851,S1922,133029,20336821
1852,S1927,133029,20336821
1853,S1945,133029,20336821
1854,S196,133029,20336821
1855,S2017,133029,20336821
1856,S2042,133029,20336821
1857,S2140,133029,20336821
1858,S2169,133029,20336821
1859,S218,133029,20336821
1860,S2254,133029,20336821
1861,S2262,133029,20336821
1862,S23,133029,20336821
1863,S2306,133029,20336821
1864,S2311,133029,20336821
1865,S2356,133029,20336821
1866,S238,133029,20336821
1867,S2400,133029,20336821
1868,S2430,133029,20336821
1869,S244,133029,20336821
1870,S2447,133029,20336821
1871,S2450,133029,20336821
1872,S2462,133029,20336821
1873,S2483,133029,20336821
1874,S2494,133029,20336821
1875,S250,133029,20336821
1876,S263,133029,20336821
1877,S269,133029,20336821
1878,S2722,133029,20336821
1879,S2751,133029,20336821
1880,S2756,133029,20336821
1881,S276,133029,20336821
1882,S2778,133029,20336821
1883,S2786,133029,20336821
1884,S2806,133029,20336821
1885,S2812,133029,20336821
1886,S2832,133029,20336821
1887,S2865,133029,20336821
1888,S2876,133029,20336821
1889,S291,133029,20336821
1890,S2919,133029,20336821
1891,S2928,133029,20336821
1892,S2938,133029,20336821
1893,S2952,133029,20336821
1894,S2957,133029,20336821
1895,S2988,133029,20336821
1896,S2992,133029,20336821
1897,S3011,133029,20336821
1898,S303,133029,20336821
1899,S3042,133029,20336821
1900,S3049,133029,20336821
1901,S3058,133029,20336821
1902,S3062,133029,20336821
1903,S307,133029,20336821
1904,S309,133029,20336821
1905,S3117,133029,20336821
1906,S3189,133029,20336821
1907,S3204,133029,20336821
1908,S3209,133029,20336821
1909,S321,133029,20336821
1910,S3213,133029,20336821
1911,S3226,133029,20336821
1912,S325,133029,20336821
1913,S3250,133029,20336821
1914,S3311,133029,20336821
1915,S3317,133029,20336821
1916,S3383,133029,20336821
1917,S339,133029,20336821
1918,S3421,133029,20336821
1919,S343,133029,20336821
1920,S3433,133029,20336821
1921,S3454,133029,20336821
1922,S3470,133029,20336821
1923,S3473,133029,20336821
1924,S3484,133029,20336821
1925,S3498,133029,20336821
1926,S353,133029,20336821
1927,S3545,133029,20336821
1928,S3560,133029,20336821
1929,S3581,133029,20336821
1930,S3594,133029,20336821
1931,S3603,133029,20336821
1932,S3607,133029,20336821
1933,S3614,133029,20336821
1934,S3619,133029,20336821
1935,S3625,133029,20336821
1936,S3634,133029,20336821
1937,S3636,133029,20336821
1938,S3638,133029,20336821
1939,S3650,133029,20336821
1940,S3657,133029,20336821
1941,S3661,133029,20336821
1942,S3680,133029,20336821
1943,S3701,133029,20336821
1944,S3713,133029,20336821
1945,S372,133029,20336821
1946,S3724,133029,20336821
1947,S3732,133029,20336821
1948,S376,133029,20336821
1949,S3854,133029,20336821
1950,S3873,133029,20336821
1951,S3932,133029,20336821
1952,S397,133029,20336821
1953,S3979,133029,20336821
1954,S4012,133029,20336821
1955,S4055,133029,20336821
1956,S4059,133029,20336821
1957,S41,133029,20336821
1958,S4110,133029,20336821
1959,S4135,133029,20336821
1960,S4220,133029,20336821
1961,S4224,133029,20336821
1962,S4266,133029,20336821
1963,S4618,133029,20336821
1964,S4770,133029,20336821
1965,S479,133029,20336821
1966,S4835,133029,20336821
1967,S4844,133029,20336821
1968,S492,133029,20336821
1969,S5033,133029,20336821
1970,S5130,133029,20336821
1971,S5288,133029,20336821
1972,S5334,133029,20336821
1973,S54,133029,20336821
1974,S5427,133029,20336821
1975,S5431,133029,20336821
1976,S5437,133029,20336821
1977,S548,133029,20336821
1978,S5505,133029,20336821
1979,S5552,133029,20336821
1980,S567,133029,20336821
1981,S5707,133029,20336821
1982,S5758,133029,20336821
1983,S5766,133029,20336821
1984,S581,133029,20336821
1985,S596,133029,20336821
1986,S599,133029,20336821
1987,S6137,133029,20336821
1988,S6294,133029,20336821
1989,S6354,133029,20336821
1990,S637,133029,20336821
1991,S652,133029,20336821
1992,S6542,133029,20336821
1993,S6577,133029,20336821
1994,S663,133029,20336821
1995,S6691,133029,20336821
1996,S6727,133029,20336821
1997,S676,133029,20336821
1998,S68,133029,20336821
1999,S683,133029,20336821
2000,S690,133029,20336821
2001,S705,133029,20336821
2002,S714,133029,20336821
2003,S721,133029,20336821
2004,S7227,133029,20336821
2005,S725,133029,20336821
2006,S7372,133029,20336821
2007,S74,133029,20336821
2008,S762,133029,20336821
2009,S83,133029,20336821
2010,S838,133029,20336821
2011,S88,133029,20336821
2012,S908,133029,20336821
2013,S913,133029,20336821
2014,S921,133029,20336821
2015,S96,133029,20336821
2016,S978,133029,20336821
2017,S994,133029,20336821
2018,S10196,135699,20344876
2019,S1020,49326,20222972
2020,S1021,49326,20222972
2021,S1026,49326,20222972
2022,S1029,49326,20222972
2023,S1031,49326,20222972
2024,S1038,49326,20222972
2025,S1054,49326,20222972
2026,S1063,49326,20222972
2027,S1065,49326,20222972
2028,S1099,49326,20222972
2029,S1103,49326,20222972
2030,S1116,49326,20222972
2031,S1211,49326,20222972
2032,S1214,49326,20222972
2033,S1383,49326,20222972
2034,S1391,49326,20222972
2035,S1528,49326,20222972
2036,S1531,49326,20222972
2037,S1552,49326,20222972
2038,S1554,49326,20222972
2039,S1588,49326,20222972
2040,S1716,49326,20222972
2041,S1740,49326,20222972
2042,S1757,49326,20222972
2043,S1779,49326,20222972
2044,S1809,49326,20222972
2045,S1812,49326,20222972
2046,S1843,49326,20222972
2047,S1920,49326,20222972
2048,S2018,49326,20222972
2049,S2036,49326,20222972
2050,S2054,49326,20222972
2051,S2057,49326,20222972
2052,S2058,49326,20222972
2053,S2060,49326,20222972
2054,S2062,49326,20222972
2055,S2085,49326,20222972
2056,S2110,49326,20222972
2057,S2116,49326,20222972
2058,S2123,49326,20222972
2059,S2137,49326,20222972
2060,S2138,49326,20222972
2061,S2148,49326,20222972
2062,S2177,49326,20222972
2063,S2197,49326,20212336
2064,S2200,49326,20212336
2065,S2203,49326,20222972
2066,S2208,49326,20222972
2067,S2210,49326,20222972
2068,S2212,49326,20222972
2069,S2287,49326,20222972
2070,S2298,49326,20222972
2071,S2304,49326,20222972
2072,S2310,49326,20222972
2073,S2329,49326,20222972
2074,S2340,49326,20222972
2075,S2355,49326,20222972
2076,S2364,49326,20222972
2077,S2366,49326,20222972
2078,S2367,49326,20222972
2079,S2368,49326,20222972
2080,S2376,49326,20222972
2081,S2377,49326,20222972
2082,S2380,49326,20222972
2083,S2424,49326,20222972
2084,S2486,49326,20222972
2085,S975,49326,20222972
2086,S998,49326,20222972
2087,S10231,138630,20356946
2088,S10232,138630,20356946
2089,S10247,138630,20356946
2090,S10236,93307,20262405
2091,S10251,93307,20262405
2092,S10253,93307,20262405
2093,S10255,93307,20262405
2094,S10256,93307,20262405
2095,S10258,93307,20262405
2096,S10260,93307,20262405
2097,S10262,93307,20262405
2098,S10266,93307,20262405
2099,S10268,93307,20262405
2100,S1024,54943,20229741
2101,S1104,54943,20229741
2102,S1128,54943,20229741
2103,S1170,54943,20229741
2104,S1268,54943,20229741
2105,S1367,54943,20229741
2106,S503,54943,20229741
2107,S580,54943,20229741
2108,S655,54943,20229741
2109,S926,54943,20229741
2110,S10261,135722,20344876
2111,S10271,93702,20262659
2112,S10273,93702,20262659
2113,S1030,48721,20222346
2114,S1032,48721,20222346
2115,S1036,48721,20222346
2116,S1037,48721,20222346
2117,S1041,48721,20222346
2118,S1044,48721,20222346
2119,S1050,48721,20222346
2120,S1051,48721,20222346
2121,S1060,48721,20222346
2122,S1064,48721,20222346
2123,S1068,48721,20222346
2124,S1072,48721,20222346
2125,S1073,48721,20222346
2126,S1074,48721,20222346
2127,S1080,48721,20222346
2128,S1081,48721,20222346
2129,S1082,48721,20222346
2130,S1091,48721,20222346
2131,S1100,48721,20222346
2132,S1108,48721,20222346
2133,S1111,48721,20222346
2134,S1113,48721,20222346
2135,S10318,92813,20262044
2136,S1033,50653,20223995
2137,S10336,135373,20342744
2138,S10339,135373,20342744
2139,S10338,139527,20360350
2140,S10345,139527,20360350
2141,S10354,139527,20360350
2142,S10356,139527,20360350
2143,S10360,139527,20360350
2144,S10363,139527,20360350
2145,S10365,139527,20360350
2146,S10369,139527,20360350
2147,S10371,139527,20360350
2148,S10372,139527,20360350
2149,S10383,139527,20360350
2150,S10389,139527,20360350
2151,S10397,139527,20360350
2152,S10404,139527,20360350
2153,S10409,139527,20360350
2154,S10416,139527,20360350
2155,S10419,139527,20360350
2156,S10436,139527,20360350
2157,S10444,139527,20360350
2158,S10461,139527,20360350
2159,S10480,139527,20360350
2160,S10492,139527,20360350
2161,S10504,139527,20360350
2162,S10510,139527,20360350
2163,S10512,139527,20360350
2164,S10514,139527,20360350
2165,S10516,139527,20360350
2166,S10522,139527,20360350
2167,S10529,139527,20360350
2168,S10537,139527,20360350
2169,S10538,139527,20360350
2170,S10543,139527,20360350
2171,S10544,139527,20360350
2172,S10562,139527,20360350
2173,S10564,139527,20360350
2174,S10362,136024,20346222
2175,S10370,136024,20346222
2176,S10390,136024,20346222
2177,S10391,136024,20346222
2178,S10393,136024,20346222
2179,S10396,136024,20346222
2180,S10405,136024,20346222
2181,S10414,136024,20346222
2182,S10418,136024,20346222
2183,S10422,136024,20346222
2184,S10425,136024,20346222
2185,S10430,136024,20346222
2186,S10437,136024,20346222
2187,S10441,136024,20346222
2188,S10442,136024,20346222
2189,S10443,136024,20346222
2190,S10445,136024,20346222
2191,S10468,136024,20346222
2192,S10469,136024,20346222
2193,S10470,136024,20346222
2194,S10473,136024,20346222
2195,S10474,136024,20346222
2196,S10477,136024,20346222
2197,S10481,136024,20346222
2198,S10482,136024,20346222
2199,S10483,136024,20346222
2200,S10486,136024,20346222
2201,S10488,136024,20346222
2202,S10494,136024,20346222
2203,S10501,136024,20346222
2204,S10505,136024,20346222
2205,S10506,136024,20346222
2206,S10507,136024,20346222
2207,S10511,136024,20346222
2208,S10517,136024,20346222
2209,S10518,136024,20346222
2210,S10523,136024,20346222
2211,S10526,136024,20346222
2212,S10527,136024,20346222
2213,S10530,136024,20346222
2214,S10535,136024,20346222
2215,S10539,136024,20346222
2216,S10540,136024,20346222
2217,S10541,136024,20346222
2218,S10547,136024,20346222
2219,S10548,136024,20346222
2220,S10550,136024,20346222
2221,S10551,136024,20346222
2222,S10552,136024,20346222
2223,S10555,136024,20346222
2224,S10558,136024,20346222
2225,S10560,136024,20346222
2226,S10561,136024,20346222
2227,S10563,136024,20346222
2228,S10567,136024,20346222
2229,S10568,136024,20346222
2230,S10569,136024,20346222
2231,S10582,136024,20346222
2232,S10584,136024,20346222
2233,S10587,136024,20346222
2234,S10588,136024,20346222
2235,S10594,136024,20346222
2236,S10597,136024,20346222
2237,S10610,136024,20346222
2238,S10614,136024,20346222
2239,S10625,136024,20346222
2240,S10633,136024,20346222
2241,S10639,136024,20346222
2242,S10653,136024,20346222
2243,S10367,140180,20365195
2244,S10384,140180,20365195
2245,S10385,140180,20365195
2246,S10386,140180,20365195
2247,S10408,140180,20365195
2248,S10415,140180,20365195
2249,S10429,140180,20365195
2250,S10431,140180,20365195
2251,S10434,140180,20365195
2252,S10464,140180,20365195
2253,S10487,140180,20365195
2254,S10493,140180,20365195
2255,S10495,140180,20365195
2256,S10498,140180,20365195
2257,S10503,140180,20365195
2258,S10519,140180,20365195
2259,S10521,140180,20365195
2260,S10524,140180,20365195
2261,S10528,140180,20365195
2262,S10545,140180,20365195
2263,S10546,140180,20365195
2264,S10556,140180,20365195
2265,S10557,140180,20365195
2266,S10559,140180,20365195
2267,S10570,140180,20365195
2268,S10572,140180,20365195
2269,S10583,140180,20365195
2270,S10586,140180,20365195
2271,S10589,140180,20365195
2272,S10593,140180,20365195
2273,S10596,140180,20365195
2274,S10598,140180,20365195
2275,S10600,140180,20365195
2276,S10601,140180,20365195
2277,S10605,140180,20365195
2278,S10392,135319,20342534
2279,S10402,135319,20342534
2280,S10403,135319,20342534
2281,S10417,135319,20342534
2282,S10426,135319,20342534
2283,S10432,135319,20342534
2284,S10440,135319,20342534
2285,S10466,135319,20342534
2286,S10479,135319,20342534
2287,S10490,135319,20342534
2288,S1043,54652,20229451
2289,S2127,54652,20229451
2290,S539,54652,20229451
2291,S552,54652,20229451
2292,S606,54652,20229451
2293,S608,54652,20229451
2294,S706,54652,20229451
2295,S1046,243383,20598415
2296,S1245,243383,20598415
2297,S1451,243383,20598415
2298,S2327,243383,20598415
2299,S2412,243383,20598415
2300,S2548,243383,20598415
2301,S2843,243383,20598415
2302,S3048,243383,20598415
2303,S3615,243383,20598415
2304,S3785,243383,20598415
2305,S3908,243383,20598415
2306,S4024,243383,20598415
2307,S441,243383,20598415
2308,S4883,243383,20598415
2309,S5238,243383,20598415
2310,S5279,243383,20598415
2311,S5866,243383,20598415
2312,S5899,243383,20598415
2313,S6028,243383,20598415
2314,S6133,243383,20598415
2315,S6477,243383,20598415
2316,S6677,243383,20598415
2317,S7190,243383,20598415
2318,S7257,243383,20598415
2319,S7644,243383,20598415
2320,S8280,243383,20598415
2321,S8327,243383,20598415
2322,S8550,243383,20598415
2323,S8651,243383,20598415
2324,S919,243383,20598415
2325,S992,243383,20598415
2326,S10462,140556,20366747
2327,S10476,140556,20366747
2328,S10478,140556,20366747
2329,S10489,140556,20366747
2330,S10491,140556,20366747
2331,S10502,140556,20366747
2332,S10515,140556,20366747
2333,S10525,140556,20366747
2334,S10532,140556,20366747
2335,S10533,140556,20366747
2336,S10534,140556,20366747
2337,S10536,140556,20366747
2338,S10465,135351,20342955
2339,S10475,135351,20342955
2340,S10585,135351,20342955
2341,S10611,135351,20342955
2342,S10926,135351,20342955
2343,S11624,135351,20342955
2344,S11627,135351,20342955
2345,S11630,135351,20342955
2346,S11639,135351,20342955
2347,S11640,135351,20342955
2348,S11641,135351,20342955
2349,S11644,135351,20342955
2350,S11648,135351,20342955
2351,S11741,135351,20342955
2352,S11742,135351,20342955
2353,S11746,135351,20342955
2354,S11750,135351,20342955
2355,S11751,135351,20342955
2356,S11752,135351,20342955
2357,S11764,135351,20342955
2358,S11765,135351,20342955
2359,S11766,135351,20342955
2360,S11768,135351,20342955
2361,S11769,135351,20342955
2362,S11770,135351,20342955
2363,S11772,135351,20342955
2364,S11773,135351,20342955
2365,S11774,135351,20342955
2366,S11775,135351,20342955
2367,S11776,135351,20342955
2368,S11789,135351,20342955
2369,S11792,135351,20342955
2370,S11793,135351,20342955
2371,S11794,135351,20342955
2372,S11821,135351,20342955
2373,S11822,135351,20342955
2374,S11823,135351,20342955
2375,S11824,135351,20342955
2376,S11825,135351,20342955
2377,S11832,135351,20342955
2378,S11833,135351,20342955
2379,S11834,135351,20342955
2380,S11835,135351,20342955
2381,S11836,135351,20342955
2382,S11837,135351,20342955
2383,S11838,135351,20342955
2384,S11839,135351,20342955
2385,S11840,135351,20342955
2386,S11841,135351,20342955
2387,S11842,135351,20342955
2388,S11852,135351,20342955
2389,S11853,135351,20342955
2390,S11854,135351,20342955
2391,S11855,135351,20342955
2392,S11857,135351,20342955
2393,S11858,135351,20342955
2394,S11862,135351,20342955
2395,S11863,135351,20342955
2396,S11864,135351,20342955
2397,S11865,135351,20342955
2398,S11866,135351,20342955
2399,S11869,135351,20342955
2400,S11870,135351,20342955
2401,S11883,135351,20342955
2402,S11884,135351,20342955
2403,S11885,135351,20342955
2404,S11894,135351,20342955
2405,S11895,135351,20342955
2406,S11896,135351,20342955
2407,S11897,135351,20342955
2408,S11903,135351,20342955
2409,S11905,135351,20342955
2410,S11914,135351,20342955
2411,S11915,135351,20342955
2412,S11916,135351,20342955
2413,S11917,135351,20342955
2414,S11918,135351,20342955
2415,S11919,135351,20342955
2416,S11992,135351,20342955
2417,S11993,135351,20342955
2418,S11994,135351,20342955
2419,S11995,135351,20342955
2420,S12008,135351,20342955
2421,S12017,135351,20342955
2422,S12032,135351,20342955
2423,S12034,135351,20342955
2424,S12048,135351,20342955
2425,S12049,135351,20342955
2426,S12050,135351,20342955
2427,S12052,135351,20342955
2428,S12053,135351,20342955
2429,S12055,135351,20342955
2430,S12077,135351,20342955
2431,S12078,135351,20342955
2432,S12080,135351,20342955
2433,S12081,135351,20342955
2434,S12082,135351,20342955
2435,S12083,135351,20342955
2436,S12084,135351,20342955
2437,S12085,135351,20342955
2438,S12086,135351,20342955
2439,S12103,135351,20342955
2440,S12104,135351,20342955
2441,S12105,135351,20342955
2442,S12106,135351,20342955
2443,S12109,135351,20342955
2444,S12110,135351,20342955
2445,S12111,135351,20342955
2446,S12112,135351,20342955
2447,S12113,135351,20342955
2448,S12136,135351,20342955
2449,S12138,135351,20342955
2450,S12145,135351,20342955
2451,S12146,135351,20342955
2452,S12147,135351,20342955
2453,S12157,135351,20342955
2454,S12167,135351,20342955
2455,S12168,135351,20342955
2456,S12169,135351,20342955
2457,S12176,135351,20342955
2458,S12177,135351,20342955
2459,S12183,135351,20342955
2460,S12184,135351,20342955
2461,S12185,135351,20342955
2462,S12186,135351,20342955
2463,S12187,135351,20342955
2464,S12189,135351,20342955
2465,S12190,135351,20342955
2466,S12191,135351,20342955
2467,S12192,135351,20342955
2468,S12193,135351,20342955
2469,S12195,135351,20342955
2470,S12196,135351,20342955
2471,S12197,135351,20342955
2472,S12198,135351,20342955
2473,S12199,135351,20342955
2474,S12200,135351,20342955
2475,S12201,135351,20342955
2476,S12202,135351,20342955
2477,S12203,135351,20342955
2478,S12204,135351,20342955
2479,S12223,135351,20342955
2480,S12224,135351,20342955
2481,S12225,135351,20342955
2482,S12226,135351,20342955
2483,S12227,135351,20342955
2484,S12229,135351,20342955
2485,S12230,135351,20342955
2486,S12232,135351,20342955
2487,S12233,135351,20342955
2488,S12236,135351,20342955
2489,S12238,135351,20342955
2490,S12239,135351,20342955
2491,S12240,135351,20342955
2492,S12241,135351,20342955
2493,S12242,135351,20342955
2494,S12243,135351,20342955
2495,S12244,135351,20342955
2496,S12245,135351,20342955
2497,S12246,135351,20342955
2498,S12247,135351,20342955
2499,S12248,135351,20342955
2500,S12249,135351,20342955
2501,S12250,135351,20342955
2502,S12251,135351,20342955
2503,S12252,135351,20342955
2504,S12253,135351,20342955
2505,S12254,135351,20342955
2506,S12255,135351,20342955
2507,S12256,135351,20342955
2508,S12257,135351,20342955
2509,S12260,135351,20342955
2510,S12261,135351,20342955
2511,S12263,135351,20342955
2512,S12264,135351,20342955
2513,S12265,135351,20342955
2514,S12267,135351,20342955
2515,S12268,135351,20342955
2516,S12269,135351,20342955
2517,S12271,135351,20342955
2518,S12272,135351,20342955
2519,S12274,135351,20342955
2520,S12275,135351,20342955
2521,S12301,135351,20342955
2522,S12303,135351,20342955
2523,S12310,135351,20342955
2524,S12311,135351,20342955
2525,S4580,135351,20342955
2526,S4585,135351,20342955
2527,S4590,135351,20342955
2528,S4599,135351,20342955
2529,S4601,135351,20342955
2530,S4602,135351,20342955
2531,S4609,135351,20342955
2532,S4611,135351,20342955
2533,S4612,135351,20342955
2534,S4614,135351,20342955
2535,S4616,135351,20342955
2536,S4626,135351,20342955
2537,S4633,135351,20342955
2538,S4634,135351,20342955
2539,S4643,135351,20342955
2540,S6275,135351,20342955
2541,S6276,135351,20342955
2542,S6277,135351,20342955
2543,S6278,135351,20342955
2544,S6279,135351,20342955
2545,S6308,135351,20342955
2546,S6309,135351,20342955
2547,S6310,135351,20342955
2548,S6311,135351,20342955
2549,S6312,135351,20342955
2550,S6313,135351,20342955
2551,S6397,135351,20342955
2552,S6398,135351,20342955
2553,S6399,135351,20342955
2554,S6400,135351,20342955
2555,S6519,135351,20342955
2556,S6520,135351,20342955
2557,S6521,135351,20342955
2558,S6522,135351,20342955
2559,S6523,135351,20342955
2560,S6524,135351,20342955
2561,S6525,135351,20342955
2562,S6526,135351,20342955
2563,S6599,135351,20342955
2564,S6600,135351,20342955
2565,S6601,135351,20342955
2566,S6602,135351,20342955
2567,S6603,135351,20342955
2568,S6604,135351,20342955
2569,S6605,135351,20342955
2570,S7012,135351,20342955
2571,S7014,135351,20342955
2572,S7016,135351,20342955
2573,S7017,135351,20342955
2574,S7018,135351,20342955
2575,S7019,135351,20342955
2576,S7020,135351,20342955
2577,S7021,135351,20342955
2578,S7098,135351,20342955
2579,S7099,135351,20342955
2580,S7100,135351,20342955
2581,S7101,135351,20342955
2582,S7921,135351,20342955
2583,S7923,135351,20342955
2584,S7924,135351,20342955
2585,S7925,135351,20342955
2586,S7927,135351,20342955
2587,S7934,135351,20342955
2588,S8012,135351,20342955
2589,S8013,135351,20342955
2590,S8060,135351,20342955
2591,S8541,135351,20342955
2592,S8555,135351,20342955
2593,S8556,135351,20342955
2594,S105,66701,20239809
2595,S106,66701,20239809
2596,S114,66701,20239809
2597,S124,66701,20239809
2598,S131,66701,20239809
2599,S133,66701,20239809
2600,S76,66701,20239809
2601,S93,66701,20239809
2602,S94,66701,20239809
2603,S98,66701,20239809
2604,S10513,135313,20342637
2605,S10549,140433,20366009
2606,S10571,140433,20366009
2607,S10573,140433,20366009
2608,S10574,140433,20366009
2609,S10575,140433,20366009
2610,S10576,140433,20366009
2611,S1057,107891,20279664
2612,S1066,107891,20279664
2613,S1404,107891,20279664
2614,S1412,107891,20279664
2615,S1475,107891,20279664
2616,S767,107891,20279664
2617,S10581,135298,20342636
2618,S10590,140431,20366008
2619,S10591,140431,20366008
2620,S10595,140431,20366008
2621,S10599,140431,20366008
2622,S10602,140431,20366008
2623,S10604,140431,20366008
2624,S10607,140431,20366008
2625,S10608,140431,20366008
2626,S10616,140431,20366008
2627,S10627,140431,20366008
2628,S10606,140106,20364803
2629,S10619,140106,20364803
2630,S10630,140106,20364803
2631,S10632,140106,20364803
2632,S10634,140106,20364803
2633,S10635,140106,20364803
2634,S10638,140106,20364803
2635,S10640,140106,20364803
2636,S10641,140106,20364803
2637,S10642,140106,20364803
2638,S10643,140106,20364803
2639,S10651,140106,20364803
2640,S10663,140106,20364803
2641,S10666,140106,20364803
2642,S10673,140106,20364803
2643,S10676,140106,20364803
2644,S10679,140106,20364803
2645,S10685,140106,20364803
2646,S10686,140106,20364803
2647,S10687,140106,20364803
2648,S10688,140106,20364803
2649,S10695,140106,20364803
2650,S10696,140106,20364803
2651,S10609,136282,20347728
2652,S10612,136282,20347728
2653,S10613,136282,20347728
2654,S10617,136282,20347728
2655,S10618,136282,20347728
2656,S10620,136282,20347728
2657,S10621,136282,20347728
2658,S10622,136282,20347728
2659,S10623,136282,20347728
2660,S10624,136282,20347728
2661,S10629,136282,20347728
2662,S10631,136282,20347728
2663,S10636,136282,20347728
2664,S10650,136282,20347728
2665,S10655,136282,20347728
2666,S10660,136282,20347728
2667,S10662,136282,20347728
2668,S10664,136282,20347728
2669,S10665,136282,20347728
2670,S10667,136282,20347728
2671,S10668,136282,20347728
2672,S10670,136282,20347728
2673,S10671,136282,20347728
2674,S10672,136282,20347728
2675,S10675,136282,20347728
2676,S10681,136282,20347728
2677,S10690,136282,20347728
2678,S10697,136282,20347728
2679,S10698,136282,20347728
2680,S10699,136282,20347728
2681,S10700,136282,20347728
2682,S10702,136282,20347728
2683,S10704,136282,20347728
2684,S10707,136282,20347728
2685,S10713,136282,20347728
2686,S10719,136282,20347728
2687,S10723,136282,20347728
2688,S10724,136282,20347728
2689,S10731,136282,20347728
2690,S10734,136282,20347728
2691,S10735,136282,20347728
2692,S10747,136282,20347728
2693,S10748,136282,20347728
2694,S10752,136282,20347728
2695,S10768,136282,20347728
2696,S10770,136282,20347728
2697,S10771,136282,20347728
2698,S10775,136282,20347728
2699,S10777,136282,20347728
2700,S10783,136282,20347728
2701,S10786,136282,20347728
2702,S10797,136282,20347728
2703,S10811,136282,20347728
2704,S10823,136282,20347728
2705,S10826,136282,20347728
2706,S10827,136282,20347728
2707,S10844,136282,20347728
2708,S10853,136282,20347728
2709,S10858,136282,20347728
2710,S10860,136282,20347728
2711,S10882,136282,20347728
2712,S10886,136282,20347728
2713,S10896,136282,20347728
2714,S10906,136282,20347728
2715,S10908,136282,20347728
2716,S10909,136282,20347728
2717,S10628,139713,20362422
2718,S10645,139713,20362422
2719,S10649,139713,20362422
2720,S10652,139713,20362422
2721,S10654,139713,20362422
2722,S10656,139713,20362422
2723,S10657,139713,20362422
2724,S10661,139713,20362422
2725,S10674,139713,20362422
2726,S10677,139713,20362422
2727,S10678,139713,20362422
2728,S10682,139713,20362422
2729,S10683,139713,20362422
2730,S10684,139713,20362422
2731,S10689,139713,20362422
2732,S10701,139713,20362422
2733,S10708,139713,20362422
2734,S10710,139713,20362422
2735,S10711,139713,20362422
2736,S10712,139713,20362422
2737,S10714,139713,20362422
2738,S10715,139713,20362422
2739,S10720,139713,20362422
2740,S10722,139713,20362422
2741,S10725,139713,20362422
2742,S10726,139713,20362422
2743,S10727,139713,20362422
2744,S10732,139713,20362422
2745,S10737,139713,20362422
2746,S10738,139713,20362422
2747,S10739,139713,20362422
2748,S10744,139713,20362422
2749,S10745,139713,20362422
2750,S10749,139713,20362422
2751,S10750,139713,20362422
2752,S10756,139713,20362422
2753,S10757,139713,20362422
2754,S10759,139713,20362422
2755,S10761,139713,20362422
2756,S10644,129487,20333305
2757,S10648,136023,20346221
2758,S10659,136023,20346221
2759,S10703,139671,20362129
2760,S10709,139671,20362129
